what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350487906589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350487912948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350487913098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350487920843
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350487920858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350487926368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488104892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488106866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488109019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488112393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488114855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488116297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488119058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488123263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488125537
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488127206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488139979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488162019
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488163803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350488170848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1350488171990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350488182191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488185375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488190257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488200925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488203595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488205430
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350488210244
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488217920
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488220000
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488226407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488233830
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488235313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488235924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488241371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488242923
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488256068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488267787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488271238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488272667
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350488325091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488330332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488332272
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350488355882
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488376333
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488381276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488388060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488413333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488423419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488425563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488427213
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350488444620
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488473720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488488942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488531612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488539524
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488541358
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488546974
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488548889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488553763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488555554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488671101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488673114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488674645
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350488739035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488747593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488778217
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488779050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350488785467
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350488789497
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350488790719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488806090
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488808620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488820725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488822758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488824469
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488852903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488865588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488867771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488869471
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350488882563
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488900950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488911804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488914173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488916223
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488931580
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488936817
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488938421
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350488941575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350488952369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488954617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350488956204
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350488975095
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350488980185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489003155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489013939
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350489023387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489027595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489065449
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350489065468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489067241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489442530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489453792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489455148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489456083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489484116
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350489486467
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350489486788
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350489486915
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489487551
error,log,,,"Error in JSDT Core during AST creation",1350489487552
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489487728
error,log,,,"Error in JSDT Core during AST creation",1350489487729
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489487871
error,log,,,"Error in JSDT Core during AST creation",1350489487880
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488007
error,log,,,"Error in JSDT Core during AST creation",1350489488008
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488122
error,log,,,"Error in JSDT Core during AST creation",1350489488123
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488287
error,log,,,"Error in JSDT Core during AST creation",1350489488288
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488407
error,log,,,"Error in JSDT Core during AST creation",1350489488408
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488497
error,log,,,"Error in JSDT Core during AST creation",1350489488497
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488599
error,log,,,"Error in JSDT Core during AST creation",1350489488600
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488700
error,log,,,"Error in JSDT Core during AST creation",1350489488700
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488793
error,log,,,"Error in JSDT Core during AST creation",1350489488793
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488878
error,log,,,"Error in JSDT Core during AST creation",1350489488878
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.wst.jsdt.ui"".",1350489488989
error,log,,,"Error in JSDT Core during AST creation",1350489488989
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350489491103
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350489491103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350489505642
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1350489509161
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350489510695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489538887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489734480
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350489774834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489798887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489810412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489815138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489817350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489818612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489820977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489827982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489830452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489842065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489866289
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350489874764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489882020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489883304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489892108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489894361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489900460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489904407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489908869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489910850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489913633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489915057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489921205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489926537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489937362
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489940066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489944878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489946527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489949572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489952156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489975427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489981100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489988406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489991454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350489998961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490000210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490007486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490010397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490017890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490021700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490029006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490030755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490041378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490057412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490075304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490102487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490112708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490114178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490116985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490126391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350490128885
